"name","phone","website","rating","reviews","query","url"
"Anthony Tree Care",,,"4.9","133","Tree Service in Miami, FL","https://www.google.com/maps/place/Anthony+Tree+Care/data=!4m7!3m6!1s0x4999576c227309ff:0x800e7ed6e020a347!8m2!3d25.782414!4d-80.2253934!16s%2Fg%2F11t2c_201q!19sChIJ_wlzImxXmUkRR6Mg4NZ-DoA?authuser=0&hl=en&rclk=1"
"Acosta Tree Service",,,"5.0","328","Tree Service in Miami, FL","https://www.google.com/maps/place/Acosta+Tree+Service/data=!4m7!3m6!1s0x88d9c0e2e36a240d:0x19b968934c5ab2d8!8m2!3d25.7633349!4d-80.274381!16s%2Fg%2F1v831xm7!19sChIJDSRq4-LA2YgR2LJaTJNouRk?authuser=0&hl=en&rclk=1"
"Rodriguez Bros Tree Service",,,"5.0","23","Tree Service in Miami, FL","https://www.google.com/maps/place/Rodriguez+Bros+Tree+Service/data=!4m7!3m6!1s0x88d9b117ed71ee0d:0xc33c3b20ff965bbd!8m2!3d25.8116537!4d-80.1929769!16s%2Fg%2F11l6tjymsw!19sChIJDe5x7Rex2YgRvVuW_yA7PMM?authuser=0&hl=en&rclk=1"
"All Dade Tree Services",,,"5.0","62","Tree Service in Miami, FL","https://www.google.com/maps/place/All+Dade+Tree+Services/data=!4m7!3m6!1s0x88d9b22ed1a3751d:0x6a5544a5d32de69f!8m2!3d25.5584269!4d-80.468195!16s%2Fg%2F11xx4h24t!19sChIJHXWj0S6y2YgRn-Yt06VEVWo?authuser=0&hl=en&rclk=1"
"We Do Trees, LLC",,,"5.0","22","Tree Service in Miami, FL","https://www.google.com/maps/place/We+Do+Trees,+LLC/data=!4m7!3m6!1s0x88d9b7e862a8e861:0x2be3ba2b71e12734!8m2!3d25.7421376!4d-80.2364641!16s%2Fg%2F11gtgbv003!19sChIJYeioYui32YgRNCfhcSu64ys?authuser=0&hl=en&rclk=1"
"Grove Tree Service & Landscaping",,,"5.0","35","Tree Service in Miami, FL","https://www.google.com/maps/place/Grove+Tree+Service+%26+Landscaping/data=!4m7!3m6!1s0x88d9c7ae85172ca1:0x3b7b0c7b8278b949!8m2!3d25.7070576!4d-80.2899102!16s%2Fg%2F1tht27p8!19sChIJoSwXha7H2YgRSbl4gnsMezs?authuser=0&hl=en&rclk=1"
"Miami Tree Crew",,,"5.0","32","Tree Service in Miami, FL","https://www.google.com/maps/place/Miami+Tree+Crew/data=!4m7!3m6!1s0x2379a5dbf81761f1:0x7a781677598081d2!8m2!3d25.8507346!4d-80.3205143!16s%2Fg%2F11xlldb60_!19sChIJ8WEX-NuleSMR0oGAWXcWeHo?authuser=0&hl=en&rclk=1"
"Big Ron’s Tree Service",,,"4.6","82","Tree Service in Miami, FL","https://www.google.com/maps/place/Big+Ron%E2%80%99s+Tree+Service/data=!4m7!3m6!1s0x88d9c41bac2a7cc5:0xd1ff080ef450485d!8m2!3d25.6186417!4d-80.3514305!16s%2Fg%2F1hc0wcct3!19sChIJxXwqrBvE2YgRXUhQ9A4I_9E?authuser=0&hl=en&rclk=1"
"Oasis Tree Service Company LLC",,,"5.0","6","Tree Service in Miami, FL","https://www.google.com/maps/place/Oasis+Tree+Service+Company+LLC/data=!4m7!3m6!1s0x88d9c7d45052ca0d:0xc4c58aa418f5ca28!8m2!3d25.6875929!4d-80.3084659!16s%2Fg%2F11yk1wvdc3!19sChIJDcpSUNTH2YgRKMr1GKSKxcQ?authuser=0&hl=en&rclk=1"
"KangaRoof",,,"5.0","8","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/KangaRoof/data=!4m7!3m6!1s0x864c2b40378fd583:0x3b7ac15f024461f1!8m2!3d32.925996!4d-97.078716!16s%2Fg%2F11xrz14l3m!19sChIJg9WPN0ArTIYR8WFEAl_Bejs?authuser=0&hl=en&rclk=1"
"T Rock Roofing & Contracting",,,"4.9","624","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/T+Rock+Roofing+%26+Contracting/data=!4m7!3m6!1s0x864c1ff1d7ea3cd3:0xfc3e94e948dced49!8m2!3d32.91215!4d-96.73876!16s%2Fg%2F11c59nsqb6!19sChIJ0zzq1_EfTIYRSe3cSOmUPvw?authuser=0&hl=en&rclk=1"
"New View Roofing",,,"4.9","667","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/New+View+Roofing/data=!4m7!3m6!1s0x864e9f25a2306bab:0xf5620ec65e4f427!8m2!3d32.798661!4d-96.770709!16s%2Fg%2F11b6gn94fh!19sChIJq2swoiWfToYRJ_TkZewgVg8?authuser=0&hl=en&rclk=1"
"Bold Roofing - DFW's Best Roofing Contractor",,,"4.7","602","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Bold+Roofing+-+DFW%27s+Best+Roofing+Contractor/data=!4m7!3m6!1s0x864c1e2c1f29d199:0xc72339860eb6c7a8!8m2!3d32.8939513!4d-96.6989156!16s%2Fg%2F1w15zvl7!19sChIJmdEpHyweTIYRqMe2DoY5I8c?authuser=0&hl=en&rclk=1"
"Roof Repair Dallas Masters",,,"5.0","56","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Roof+Repair+Dallas+Masters/data=!4m7!3m6!1s0x864c218fad60cdcf:0xef40f26dfa6cba24!8m2!3d32.9269139!4d-96.7633309!16s%2Fg%2F11y9pr03xc!19sChIJz81grY8hTIYRJLps-m3yQO8?authuser=0&hl=en&rclk=1"
"United Roofing & General Contractors",,,"5.0","59","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/United+Roofing+%26+General+Contractors/data=!4m7!3m6!1s0x864e9919fc302ebd:0xf098ccaa2c765a36!8m2!3d32.7832411!4d-96.7974278!16s%2Fg%2F11q1vgjmbf!19sChIJvS4w_BmZToYRNlp2LKrMmPA?authuser=0&hl=en&rclk=1"
"Arrington Roofing",,,"4.9","331","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Arrington+Roofing/data=!4m7!3m6!1s0x864e998241eaed55:0x52bee5c179b03e2c!8m2!3d32.7723766!4d-96.8374929!16s%2Fg%2F1vcl451z!19sChIJVe3qQYKZToYRLD6wecHlvlI?authuser=0&hl=en&rclk=1"
"Ready Roofing & Solar",,,"4.9","177","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Ready+Roofing+%26+Solar/data=!4m7!3m6!1s0x864c3cf07240be3f:0x26f094afdcb902e7!8m2!3d32.9269257!4d-96.7683283!16s%2Fg%2F11f2xhv12t!19sChIJP75AcvA8TIYR5wK53K-U8CY?authuser=0&hl=en&rclk=1"
"Vargas & Sons Roof Repair",,,"4.7","96","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Vargas+%26+Sons+Roof+Repair/data=!4m7!3m6!1s0x864ea1f1f6411aa3:0x97db66590d958618!8m2!3d32.8665465!4d-96.743722!16s%2Fg%2F11vy0j0bzk!19sChIJoxpB9vGhToYRGIaVDVlm25c?authuser=0&hl=en&rclk=1"
"Lon Smith Roofing",,,"4.6","112","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Lon+Smith+Roofing/data=!4m7!3m6!1s0x864c1e207e2d6bcd:0x240bc21ab6dd1ea!8m2!3d32.8982165!4d-96.6944733!16s%2Fg%2F1vpq78w4!19sChIJzWstfiAeTIYR6tFtqyG8QAI?authuser=0&hl=en&rclk=1"
"Priority Roofing",,,"5.0","936","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Priority+Roofing/data=!4m7!3m6!1s0x864ea57c75a4addf:0x4b40cac3c44ec304!8m2!3d32.8208762!4d-96.8642505!16s%2Fg%2F11c1m_d5dx!19sChIJ362kdXylToYRBMNOxMPKQEs?authuser=0&hl=en&rclk=1"
"DTX Construction",,,"4.9","201","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/DTX+Construction/data=!4m7!3m6!1s0x864e99d9ac361ddd:0x86bbdf579418e3aa!8m2!3d32.7826453!4d-96.7954613!16s%2Fg%2F11pb3q8gw0!19sChIJ3R02rNmZToYRquMYlFffu4Y?authuser=0&hl=en&rclk=1"
"Firehouse Roofing",,,"5.0","271","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Firehouse+Roofing/data=!4m7!3m6!1s0x864c21c5d43a2d7f:0x2bd515f1434b2485!8m2!3d32.9091864!4d-96.8153353!16s%2Fg%2F11vjnxs7vb!19sChIJfy061MUhTIYRhSRLQ_EV1Ss?authuser=0&hl=en&rclk=1"
"Low Cost Roofing Dallas",,,"5.0","150","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Low+Cost+Roofing+Dallas/data=!4m7!3m6!1s0x864e7dfa7f38b1ed:0xba216984aa97baa!8m2!3d32.7921735!4d-96.8242565!16s%2Fg%2F11b6qfgjg4!19sChIJ7bE4f_p9ToYRqnupSpgWogs?authuser=0&hl=en&rclk=1"
"Artisan Roofing and Solar",,,"5.0","107","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Artisan+Roofing+and+Solar/data=!4m7!3m6!1s0x864c242c4f77bc77:0x21357c7882a82bb1!8m2!3d32.8988984!4d-96.916251!16s%2Fg%2F11g88c5tph!19sChIJd7x3TywkTIYRsSuognh8NSE?authuser=0&hl=en&rclk=1"
"Texas Premier Roofing",,,"5.0","124","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Texas+Premier+Roofing/data=!4m7!3m6!1s0xa73cee89c4853cfb:0xd4d605fa61706b66!8m2!3d32.8644742!4d-96.76698!16s%2Fg%2F11y2mts1j_!19sChIJ-zyFxInuPKcRZmtwYfoF1tQ?authuser=0&hl=en&rclk=1"
"Home Quality Solutions Roofing",,,"4.9","146","Roofing Contractor in Dallas, TX","https://www.google.com/maps/place/Home+Quality+Solutions+Roofing/data=!4m7!3m6!1s0x864e9f73b5054f43:0x6d5d1f91643f35c2!8m2!3d32.8096237!4d-96.796296!16s%2Fg%2F11lks2xs86!19sChIJQ08FtXOfToYRwjU_ZJEfXW0?authuser=0&hl=en&rclk=1"
"SERVPRO of Northeast Dallas",,,"4.8","248","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/SERVPRO+of+Northeast+Dallas/data=!4m7!3m6!1s0x864ea0b0b0688801:0x93e5549e53533fbb!8m2!3d32.883892!4d-96.769343!16s%2Fg%2F1vnnjtl4!19sChIJAYhosLCgToYRuz9TU55U5ZM?authuser=0&hl=en&rclk=1"
"Water Damage Restoration Dallas",,,"5.0","82","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/Water+Damage+Restoration+Dallas/data=!4m7!3m6!1s0xadc18a3811f8fabf:0x3a71e6f1646e829c!8m2!3d32.7833749!4d-96.7973409!16s%2Fg%2F11vj454vth!19sChIJv_r4ETiKwa0RnIJuZPHmcTo?authuser=0&hl=en&rclk=1"
"SERVPRO of Northwest Dallas",,,"4.7","86","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/SERVPRO+of+Northwest+Dallas/data=!4m7!3m6!1s0x864c20c3c1a309d9:0x2958e39627043ba6!8m2!3d32.9224602!4d-96.8177592!16s%2Fg%2F11byl3jmcj!19sChIJ2QmjwcMgTIYRpjsEJ5bjWCk?authuser=0&hl=en&rclk=1"
"Restore Serve Restoration",,,"5.0","94","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/Restore+Serve+Restoration/data=!4m7!3m6!1s0x45692c8d60ec6afd:0x3aabe41e80b07f27!8m2!3d32.8041863!4d-96.8060056!16s%2Fg%2F11mcjdsv4w!19sChIJ_WrsYI0saUURJ3-wgB7kqzo?authuser=0&hl=en&rclk=1"
"911 Restoration of East Dallas",,,"4.9","79","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/911+Restoration+of+East+Dallas/data=!4m7!3m6!1s0x864ea4099bed2df7:0xf01c791bdb57cd65!8m2!3d32.7961495!4d-96.6619091!16s%2Fg%2F11c0rbd099!19sChIJ9y3tmwmkToYRZc1X2xt5HPA?authuser=0&hl=en&rclk=1"
"ADU Water Fire Mold Storm",,,"4.9","138","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/ADU+Water+Fire+Mold+Storm/data=!4m7!3m6!1s0x864e9ba8b6645769:0x3c6b80def02bc11e!8m2!3d32.7719964!4d-96.848372!16s%2Fg%2F11p_7m1bmz!19sChIJaVdktqibToYRHsEr8N6Aazw?authuser=0&hl=en&rclk=1"
"Water Mold Fire Restoration of Dallas",,,"4.6","21","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/Water+Mold+Fire+Restoration+of+Dallas/data=!4m7!3m6!1s0x864e9f505c95c8b9:0x9354f038f8b6cc7b!8m2!3d32.7412686!4d-96.7293614!16s%2Fg%2F12hng7ntb!19sChIJuciVXFCfToYRe8y2-DjwVJM?authuser=0&hl=en&rclk=1"
"Reactic Restoration",,,"4.9","53","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/Reactic+Restoration/data=!4m7!3m6!1s0x864e993c2195464f:0x3e0786039a425413!8m2!3d32.7787323!4d-96.805621!16s%2Fg%2F11tfjb4sbt!19sChIJT0aVITyZToYRE1RCmgOGBz4?authuser=0&hl=en&rclk=1"
"911 Restoration of Dallas",,,"4.9","60","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/911+Restoration+of+Dallas/data=!4m7!3m6!1s0x864e9d789070206d:0xfe2971990a697b20!8m2!3d32.882255!4d-96.878767!16s%2Fg%2F11b7qb_psb!19sChIJbSBwkHidToYRIHtpCplxKf4?authuser=0&hl=en&rclk=1"
"Texas Disaster Restoration",,,"4.6","286","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/Texas+Disaster+Restoration/data=!4m7!3m6!1s0x864dd4c1a0f8f455:0x5500001b81d432f6!8m2!3d32.9184137!4d-96.9037148!16s%2Fg%2F1pp2tjvw5!19sChIJVfT4oMHUTYYR9jLUgRsAAFU?authuser=0&hl=en&rclk=1"
"All Dry Services of Dallas",,,"4.9","65","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/All+Dry+Services+of+Dallas/data=!4m7!3m6!1s0x4a42fa4c7d1d708b:0x3f4de36a3181a62c!8m2!3d32.91109!4d-96.7438288!16s%2Fg%2F11t61yl0yd!19sChIJi3AdfUz6QkoRLKaBMWrjTT8?authuser=0&hl=en&rclk=1"
"SERVPRO of Southwest Dallas",,,"4.9","70","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/SERVPRO+of+Southwest+Dallas/data=!4m7!3m6!1s0x864e9f1858ddb5e1:0xc0e96b42c03c6c76!8m2!3d32.7339149!4d-96.8271902!16s%2Fg%2F11h31x6hhw!19sChIJ4bXdWBifToYRdmw8wEJr6cA?authuser=0&hl=en&rclk=1"
"SERVPRO of East Dallas",,,"4.8","94","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/SERVPRO+of+East+Dallas/data=!4m7!3m6!1s0x864ea33eee5f1709:0x6552d781ab0894df!8m2!3d32.8321155!4d-96.6996963!16s%2Fg%2F11lp00ry3v!19sChIJCRdf7j6jToYR35QIq4HXUmU?authuser=0&hl=en&rclk=1"
"SERVPRO of North Dallas",,,"4.8","159","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/SERVPRO+of+North+Dallas/data=!4m7!3m6!1s0x864c27d4c356bd47:0x8b5b16f013dce5e3!8m2!3d32.9744884!4d-96.8490903!16s%2Fg%2F11f2wbw3ww!19sChIJR71Ww9QnTIYR4-XcE_AWW4s?authuser=0&hl=en&rclk=1"
"SERVPRO of Park Cities",,,"4.7","78","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/SERVPRO+of+Park+Cities/data=!4m7!3m6!1s0x864ea0b7726e9975:0xbdd4a0ebc4b6b44a!8m2!3d32.8640978!4d-96.8079349!16s%2Fg%2F1tctm5_r!19sChIJdZlucregToYRSrS2xOug1L0?authuser=0&hl=en&rclk=1"
"Continuum Restoration - Dallas",,,"5.0","69","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/Continuum+Restoration+-+Dallas/data=!4m7!3m6!1s0x864ea9d743700001:0x7e66953a7419673d!8m2!3d32.8821167!4d-96.6992271!16s%2Fg%2F11hczzvyf6!19sChIJAQBwQ9epToYRPWcZdDqVZn4?authuser=0&hl=en&rclk=1"
"SERVPRO of North Dallas, Lake Highlands",,,"5.0","16","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/SERVPRO+of+North+Dallas,+Lake+Highlands/data=!4m7!3m6!1s0x864ea18abde8192b:0xd0bd7421eea48948!8m2!3d32.8941439!4d-96.7076757!16s%2Fg%2F11ys3r5rl4!19sChIJKxnovYqhToYRSImk7iF0vdA?authuser=0&hl=en&rclk=1"
"True North Restoration of Dallas",,,"4.9","49","Water Damage Restoration in Dallas, TX","https://www.google.com/maps/place/True+North+Restoration+of+Dallas/data=!4m7!3m6!1s0x864ea1da2ab8cc6b:0xc7e3e68a72a5ce04!8m2!3d32.8967968!4d-96.7037915!16s%2Fg%2F11q1pdsmwn!19sChIJa8y4KtqhToYRBM6lcorm48c?authuser=0&hl=en&rclk=1"
"Green Leaf Air",,,"4.7","172","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Green+Leaf+Air/data=!4m7!3m6!1s0x864c1ee00df4aa31:0xf446ad1b6b00f4af!8m2!3d32.935232!4d-96.742461!16s%2Fg%2F11c5028p35!19sChIJMar0DeAeTIYRr_QAaxutRvQ?authuser=0&hl=en&rclk=1"
"STUART HVAC, LLC",,,"5.0","1","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/STUART+HVAC,+LLC/data=!4m7!3m6!1s0x864c2764a3b218f9:0xb1e76687a1037cc8!8m2!3d32.941089!4d-96.881937!16s%2Fg%2F11wqv88hxy!19sChIJ-Riyo2QnTIYRyHwDoYdm57E?authuser=0&hl=en&rclk=1"
"Rescue Air and Plumbing",,,"4.9","3,633","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Rescue+Air+and+Plumbing/data=!4m7!3m6!1s0x864c1f77b16271e1:0x8930b56671f51851!8m2!3d32.9074594!4d-96.7484545!16s%2Fg%2F1ptw52wdg!19sChIJ4XFisXcfTIYRURj1cWa1MIk?authuser=0&hl=en&rclk=1"
"Jade Air",,,"4.8","145","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Jade+Air/data=!4m7!3m6!1s0x864e9eb260468d63:0x4f5c708ce6a7239e!8m2!3d32.8060326!4d-96.8231834!16s%2Fg%2F1tnct9j6!19sChIJY41GYLKeToYRniOn5oxwXE8?authuser=0&hl=en&rclk=1"
"Dallas Heating and Air Conditioning",,,"4.8","208","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Dallas+Heating+and+Air+Conditioning/data=!4m7!3m6!1s0x864c21ef5655b577:0x63a4a927593817cf!8m2!3d32.9483505!4d-96.82413!16s%2Fg%2F11lgsmlmw1!19sChIJd7VVVu8hTIYRzxc4WSeppGM?authuser=0&hl=en&rclk=1"
"Texas AirZone LLC",,,"5.0","806","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Texas+AirZone+LLC/data=!4m7!3m6!1s0x864ea080fba6f511:0xceec20ac5cbf7fd4!8m2!3d32.8806583!4d-96.6964393!16s%2Fg%2F1tgzbrww!19sChIJEfWm-4CgToYR1H-_XKwg7M4?authuser=0&hl=en&rclk=1"
"Tiger Air",,,"5.0","447","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Tiger+Air/data=!4m7!3m6!1s0x864c231548bb8789:0x56d3f8ee61da5df5!8m2!3d32.9918926!4d-96.8003332!16s%2Fg%2F11fh7f6nb4!19sChIJiYe7SBUjTIYR9V3aYe7401Y?authuser=0&hl=en&rclk=1"
"Unlimited Air Conditioning and Heating",,,"4.8","242","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Unlimited+Air+Conditioning+and+Heating/data=!4m7!3m6!1s0x864e99815977c3f3:0x6deb1de8615c71ac!8m2!3d32.7530763!4d-96.8300605!16s%2Fg%2F1tmbwjhr!19sChIJ88N3WYGZToYRrHFcYegd620?authuser=0&hl=en&rclk=1"
"Service Experts Dallas",,,"4.8","3,894","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Service+Experts+Dallas/data=!4m7!3m6!1s0x864c2784832d5ffd:0x85e30c4b3d21290d!8m2!3d32.9560673!4d-96.7075108!16s%2Fg%2F1tg81w6v!19sChIJ_V8tg4QnTIYRDSkhPUsM44U?authuser=0&hl=en&rclk=1"
"Harlen Johnson HVAC, Plumbing & Electrical",,,"4.8","1,151","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Harlen+Johnson+HVAC,+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x864c278f573bfbfb:0x381d6595596efbc6!8m2!3d32.8955751!4d-96.8890027!16s%2Fg%2F1tfc6__0!19sChIJ-_s7V48nTIYRxvtuWZVlHTg?authuser=0&hl=en&rclk=1"
"Coolinary Arts Heating & Cooling",,,"5.0","224","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Coolinary+Arts+Heating+%26+Cooling/data=!4m7!3m6!1s0x864eb0dc368439bf:0x8bc27d41c0be5254!8m2!3d32.8296948!4d-96.7831111!16s%2Fg%2F1tdl1zsc!19sChIJvzmENtywToYRVFK-wEF9wos?authuser=0&hl=en&rclk=1"
"Metro Air Conditioning Heating & Services",,,"4.8","327","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Metro+Air+Conditioning+Heating+%26+Services/data=!4m7!3m6!1s0x864e99e35d32d35b:0xbcd618064b160cf2!8m2!3d32.7201503!4d-96.8240343!16s%2Fg%2F1tf2y66m!19sChIJW9MyXeOZToYR8gwWSwYY1rw?authuser=0&hl=en&rclk=1"
"Aire Serv of Dallas",,,"4.8","248","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Aire+Serv+of+Dallas/data=!4m7!3m6!1s0x864c20efad18e845:0x81de226f9a99566!8m2!3d32.9248142!4d-96.8049997!16s%2Fg%2F1td_y_kh!19sChIJRegYre8gTIYRZpWp-SbiHQg?authuser=0&hl=en&rclk=1"
"The Chill Brothers",,,"4.4","272","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/The+Chill+Brothers/data=!4m7!3m6!1s0x864c21d269574deb:0xce07476f181eeebc!8m2!3d32.9257149!4d-96.7656291!16s%2Fg%2F11kh_34p08!19sChIJ601XadIhTIYRvO4eGG9HB84?authuser=0&hl=en&rclk=1"
"Airtron Heating & Air Conditioning",,,"4.9","5,368","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Airtron+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x864e9d0ce2de0f51:0xbb0e13ed3e01371a!8m2!3d32.8649743!4d-96.8858765!16s%2Fg%2F1tk1zg5j!19sChIJUQ_e4gydToYRGjcBPu0TDrs?authuser=0&hl=en&rclk=1"
"Serveway Heating and Air Conditioning",,,"4.9","371","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/Serveway+Heating+and+Air+Conditioning/data=!4m7!3m6!1s0x864ea143c7b980c7:0xf732f800053b9b8c!8m2!3d32.8336847!4d-96.6877996!16s%2Fg%2F11gff69wh8!19sChIJx4C5x0OhToYRjJs7BQD4Mvc?authuser=0&hl=en&rclk=1"
"United States Home Services",,,"5.0","1,699","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/United+States+Home+Services/data=!4m7!3m6!1s0x8640c3bf0a955555:0xc5e4e8984ea52d3c!8m2!3d32.8961105!4d-96.9158967!16s%2Fg%2F11qpm35zc2!19sChIJVVWVCr_DQIYRPC2lTpjo5MU?authuser=0&hl=en&rclk=1"
"One Hour Air Conditioning & Heating of Dallas",,,"4.9","1,089","HVAC Repair in Dallas, TX","https://www.google.com/maps/place/One+Hour+Air+Conditioning+%26+Heating+of+Dallas/data=!4m7!3m6!1s0x864c27a24ad8cc25:0x618510e3e00de6c0!8m2!3d32.9688094!4d-96.9176221!16s%2Fg%2F11pwb636yr!19sChIJJczYSqInTIYRwOYN4OMQhWE?authuser=0&hl=en&rclk=1"
"Home Platinum Services LLC",,,"4.8","117","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Home+Platinum+Services+LLC/data=!4m7!3m6!1s0x864c23ad82664201:0x2cc72191da3bf22b!8m2!3d33.018441!4d-96.794035!16s%2Fg%2F1ydny7nsd!19sChIJAUJmgq0jTIYRK_I72pEhxyw?authuser=0&hl=en&rclk=1"
"Tribeca Plumbing, Inc.",,,"4.8","400","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Tribeca+Plumbing,+Inc./data=!4m7!3m6!1s0x864e9e492be88f7f:0xaf8ec23565837190!8m2!3d32.866377!4d-96.800008!16s%2Fg%2F11c6w0jkjf!19sChIJf4_oK0meToYRkHGDZTXCjq8?authuser=0&hl=en&rclk=1"
"Metro Flow Plumbing - Dallas Emergency Plumbers",,,"4.9","1,331","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Metro+Flow+Plumbing+-+Dallas+Emergency+Plumbers/data=!4m7!3m6!1s0x864ea3c3295ad71b:0xc91a200977565542!8m2!3d32.798924!4d-96.68732!16s%2Fg%2F1tkc2j3q!19sChIJG9daKcOjToYRQlVWdwkgGsk?authuser=0&hl=en&rclk=1"
"Public Service Plumbers",,,"4.9","1,741","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Public+Service+Plumbers/data=!4m7!3m6!1s0x864e9f0cdd8614fb:0x84a2fc91c0ffdba1!8m2!3d32.8442506!4d-96.7735602!16s%2Fg%2F1tcw8lgx!19sChIJ-xSG3QyfToYRodv_wJH8ooQ?authuser=0&hl=en&rclk=1"
"Roto-Rooter Plumbing & Water Cleanup",,,"4.8","1,055","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x864ea3ea15ea64a5:0xbbd9564b8e74e0f3!8m2!3d32.780309!4d-96.7996445!16s%2Fg%2F11fp4t_k6f!19sChIJpWTqFeqjToYR8-B0jktW2bs?authuser=0&hl=en&rclk=1"
"Mr. Rooter Plumbing of Dallas",,,"4.8","535","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Mr.+Rooter+Plumbing+of+Dallas/data=!4m7!3m6!1s0x864ea14461a642c7:0x2a94c4504307c8c7!8m2!3d32.88763!4d-96.7011054!16s%2Fg%2F11vdw5b81c!19sChIJx0KmYUShToYRx8gHQ1DElCo?authuser=0&hl=en&rclk=1"
"Precision Emergency Plumber Dallas",,,"5.0","12","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Precision+Emergency+Plumber+Dallas/data=!4m7!3m6!1s0x864e9964fb0eddf5:0xa70967d6824a714!8m2!3d32.7808747!4d-96.7964638!16s%2Fg%2F11wwx1ysb2!19sChIJ9d0O-2SZToYRFKckaH2WcAo?authuser=0&hl=en&rclk=1"
"Mr. Rooter Plumbing of Farmers Branch",,,"4.7","1,542","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Mr.+Rooter+Plumbing+of+Farmers+Branch/data=!4m7!3m6!1s0x864c20d4d0638175:0xa5f05a305bb6c49d!8m2!3d32.93876!4d-96.8357877!16s%2Fg%2F1vzn5zbs!19sChIJdYFj0NQgTIYRncS2WzBa8KU?authuser=0&hl=en&rclk=1"
"Milestone Electric, A/C, & Plumbing",,,"4.9","18,794","Emergency Plumber in Dallas, TX","https://www.google.com/maps/place/Milestone+Electric,+A%2FC,+%26+Plumbing/data=!4m7!3m6!1s0x864c1da5fb36ce69:0x1e4d3d77c1acccfa!8m2!3d32.909159!4d-96.8153155!16s%2Fg%2F1jkvpyhm9!19sChIJac42-6UdTIYR-syswXc9TR4?authuser=0&hl=en&rclk=1"
